,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,II_00,II_01,II_10,II_11,IX_00,IX_01,IX_10,IX_11,IY_00,IY_01,IY_10,IY_11,IZ_00,IZ_01,IZ_10,IZ_11,XI_00,XI_01,XI_10,XI_11,XX_00,XX_01,XX_10,XX_11,XY_00,XY_01,XY_10,XY_11,XZ_00,XZ_01,XZ_10,XZ_11,YI_00,YI_01,YI_10,YI_11,YX_00,YX_01,YX_10,YX_11,YY_00,YY_01,YY_10,YY_11,YZ_00,YZ_01,YZ_10,YZ_11,ZI_00,ZI_01,ZI_10,ZI_11,ZX_00,ZX_01,ZX_10,ZX_11,ZY_00,ZY_01,ZY_10,ZY_11,ZZ_00,ZZ_01,ZZ_10,ZZ_11
832,(0.007644693895759962+0j),(-0.040246590135333396+0.007983290738267729j),(0.00037320897134454287+0.036296459634542845j),(-0.054769587972288716-0.039817729328457514j),(-0.040246590135333396-0.007983290738267729j),(0.22022084487476623+0j),(0.03593928092793945-0.191477669342832j),(0.24676104432138737+0.2668215895382442j),(0.00037320897134454287-0.036296459634542845j),(0.03593928092793945+0.191477669342832j),(0.17235121312954932+0j),(-0.19172554544146453+0.2580982093118362j),(-0.054769587972288716+0.039817729328457514j),(0.24676104432138737-0.2668215895382442j),(-0.19172554544146453-0.2580982093118362j),(0.5997832480999248+0j),(49+0j),(215+0j),(200+0j),(536+0j),(143+0j),(606+0j),(100+0j),(151+0j),(67+0j),(176+0j),(175+0j),(582+0j),(32+0j),(250+0j),(214+0j),(504+0j),(119+0j),(180+0j),(207+0j),(494+0j),(300+0j),(457+0j),(42+0j),(201+0j),(119+0j),(121+0j),(202+0j),(558+0j),(91+0j),(168+0j),(230+0j),(511+0j),(120+0j),(166+0j),(170+0j),(544+0j),(196+0j),(526+0j),(96+0j),(182+0j),(51+0j),(207+0j),(234+0j),(508+0j),(119+0j),(148+0j),(147+0j),(586+0j),(45+0j),(248+0j),(204+0j),(503+0j),(131+0j),(622+0j),(101+0j),(146+0j),(65+0j),(166+0j),(155+0j),(614+0j),(50+0j),(226+0j),(200+0j),(524+0j)
833,(0.094990181991399+0j),(-0.009608326762136118+0.22992819432420342j),(-0.0305563808887323+0.011478972567211925j),(-0.1385774138300854-0.11286537990115657j),(-0.009608326762136118-0.22992819432420342j),(0.5575238764481143+0j),(0.030876192316263817+0.07280204773305539j),(-0.25917874260611634+0.346849551138618j),(-0.0305563808887323-0.011478972567211925j),(0.030876192316263817-0.07280204773305539j),(0.011216519453690088+0j),(0.030938414668584824+0.053052681483000456j),(-0.1385774138300854+0.11286537990115657j),(-0.25917874260611634-0.346849551138618j),(0.030938414668584824-0.053052681483000456j),(0.3362694221067963+0j),(128+0j),(529+0j),(32+0j),(311+0j),(55+0j),(201+0j),(138+0j),(606+0j),(64+0j),(148+0j),(113+0j),(675+0j),(139+0j),(536+0j),(38+0j),(287+0j),(352+0j),(335+0j),(186+0j),(127+0j),(98+0j),(200+0j),(393+0j),(309+0j),(122+0j),(70+0j),(428+0j),(380+0j),(325+0j),(331+0j),(206+0j),(138+0j),(132+0j),(538+0j),(119+0j),(211+0j),(76+0j),(187+0j),(195+0j),(542+0j),(39+0j),(147+0j),(242+0j),(572+0j),(142+0j),(515+0j),(140+0j),(203+0j),(136+0j),(500+0j),(37+0j),(327+0j),(56+0j),(200+0j),(125+0j),(619+0j),(49+0j),(143+0j),(108+0j),(700+0j),(143+0j),(532+0j),(30+0j),(295+0j)
834,(0.5171633931808417+0j),(0.10124084134954184-0.3589253901412134j),(-0.019538493877128596+0.010792659672693536j),(-0.33175363673359504-0.00834053700736656j),(0.10124084134954184+0.3589253901412134j),(0.26892302409453955+0j),(-0.01131528878429329-0.011447452913371903j),(-0.0591561336469638-0.23187876029224555j),(-0.019538493877128596-0.010792659672693536j),(-0.01131528878429329+0.011447452913371903j),(0.0009633981298110835+0j),(0.012359633158318575+0.007238458245604155j),(-0.33175363673359504+0.00834053700736656j),(-0.0591561336469638+0.23187876029224555j),(0.012359633158318575-0.007238458245604155j),(0.21295018459480772+0j),(481+0j),(301+0j),(22+0j),(196+0j),(271+0j),(198+0j),(254+0j),(277+0j),(285+0j),(439+0j),(256+0j),(20+0j),(525+0j),(261+0j),(32+0j),(182+0j),(466+0j),(307+0j),(131+0j),(96+0j),(161+0j),(289+0j),(483+0j),(67+0j),(446+0j),(267+0j),(210+0j),(77+0j),(483+0j),(300+0j),(125+0j),(92+0j),(731+0j),(52+0j),(112+0j),(105+0j),(378+0j),(65+0j),(439+0j),(118+0j),(646+0j),(38+0j),(181+0j),(135+0j),(737+0j),(52+0j),(114+0j),(97+0j),(517+0j),(256+0j),(26+0j),(201+0j),(281+0j),(165+0j),(275+0j),(279+0j),(308+0j),(438+0j),(234+0j),(20+0j),(527+0j),(254+0j),(18+0j),(201+0j)
835,(0.3575425100059872+0j),(-0.2919290949243288+0.16974449406840292j),(0.1737502021284883+0.04665466200242617j),(-0.08423813730979958-0.2760583630521885j),(-0.2919290949243288-0.16974449406840292j),(0.31894330474987787+0j),(-0.1197154633501841-0.12058144752138646j),(-0.06228021385851781+0.2653906190607791j),(0.1737502021284883-0.04665466200242617j),(-0.1197154633501841+0.12058144752138646j),(0.09052291495550888+0j),(-0.07695813011210101-0.12316044476763705j),(-0.08423813730979958+0.2760583630521885j),(-0.06228021385851781-0.2653906190607791j),(-0.07695813011210101+0.12316044476763705j),(0.23299127028862562+0j),(381+0j),(299+0j),(103+0j),(217+0j),(390+0j),(195+0j),(97+0j),(318+0j),(183+0j),(48+0j),(294+0j),(475+0j),(381+0j),(318+0j),(88+0j),(213+0j),(93+0j),(600+0j),(95+0j),(212+0j),(68+0j),(538+0j),(136+0j),(258+0j),(110+0j),(112+0j),(96+0j),(682+0j),(96+0j),(589+0j),(100+0j),(215+0j),(209+0j),(484+0j),(262+0j),(45+0j),(361+0j),(247+0j),(109+0j),(283+0j),(97+0j),(142+0j),(405+0j),(356+0j),(226+0j),(473+0j),(251+0j),(50+0j),(346+0j),(324+0j),(105+0j),(225+0j),(413+0j),(230+0j),(84+0j),(273+0j),(194+0j),(53+0j),(281+0j),(472+0j),(366+0j),(321+0j),(107+0j),(206+0j)
836,(0.6087091679714176+0j),(0.39934326295536315+0.2047618290071508j),(-0.1095201250026201-0.048158407230819544j),(-0.07806146076169537-0.1279546282434648j),(0.39934326295536315-0.2047618290071508j),(0.3308681039869716+0j),(-0.08805046883571178+0.005246849882322804j),(-0.09425444067468583-0.05768569477846243j),(-0.1095201250026201+0.048158407230819544j),(-0.08805046883571178-0.005246849882322804j),(0.02351515423252357+0j),(0.024168178842372365+0.0168459615906018j),(-0.07806146076169537+0.1279546282434648j),(-0.09425444067468583+0.05768569477846243j),(0.024168178842372365-0.0168459615906018j),(0.036907573809086915+0j),(621+0j),(304+0j),(29+0j),(46+0j),(214+0j),(104+0j),(423+0j),(259+0j),(386+0j),(231+0j),(271+0j),(112+0j),(612+0j),(319+0j),(37+0j),(32+0j),(826+0j),(97+0j),(66+0j),(11+0j),(279+0j),(46+0j),(602+0j),(73+0j),(521+0j),(54+0j),(363+0j),(62+0j),(816+0j),(107+0j),(68+0j),(9+0j),(306+0j),(619+0j),(18+0j),(57+0j),(154+0j),(196+0j),(208+0j),(442+0j),(219+0j),(395+0j),(113+0j),(273+0j),(313+0j),(631+0j),(20+0j),(36+0j),(598+0j),(326+0j),(34+0j),(42+0j),(245+0j),(107+0j),(392+0j),(256+0j),(382+0j),(234+0j),(256+0j),(128+0j),(633+0j),(307+0j),(26+0j),(34+0j)
837,(0.04541559266216506+0j),(0.1554593493641646-0.051810784615826576j),(0.007176161823767596-0.08282654064620781j),(-0.09728832736540197-0.011148906788378633j),(0.1554593493641646+0.051810784615826576j),(0.5912499459597906+0j),(0.11905403384626416-0.2753318147214585j),(-0.3203029094621344-0.14915111689930785j),(0.007176161823767596+0.08282654064620781j),(0.11905403384626416+0.2753318147214585j),(0.15218854866330656+0j),(0.004960159877387016-0.1791909228343776j),(-0.09728832736540197+0.011148906788378633j),(-0.3203029094621344+0.14915111689930785j),(0.004960159877387016+0.1791909228343776j),(0.21114591271473757+0j),(95+0j),(533+0j),(172+0j),(200+0j),(110+0j),(136+0j),(128+0j),(626+0j),(229+0j),(525+0j),(42+0j),(204+0j),(104+0j),(531+0j),(173+0j),(192+0j),(475+0j),(173+0j),(182+0j),(170+0j),(210+0j),(39+0j),(455+0j),(296+0j),(564+0j),(152+0j),(84+0j),(200+0j),(490+0j),(158+0j),(190+0j),(162+0j),(404+0j),(233+0j),(345+0j),(18+0j),(117+0j),(113+0j),(614+0j),(156+0j),(587+0j),(156+0j),(143+0j),(114+0j),(407+0j),(226+0j),(343+0j),(24+0j),(92+0j),(562+0j),(152+0j),(194+0j),(118+0j),(125+0j),(137+0j),(620+0j),(218+0j),(515+0j),(37+0j),(230+0j),(94+0j),(572+0j),(161+0j),(173+0j)
838,(0.15420262602224108+0j),(0.25619663064565823+0.050487846484888924j),(0.15857267815439166+0.036258215944038774j),(-0.08200648062762979+0.17045065153230057j),(0.25619663064565823-0.050487846484888924j),(0.44218271734902176+0j),(0.27532854784125727+0.008321776093123762j),(-0.08044024943068108+0.31004149833175176j),(0.15857267815439166-0.036258215944038774j),(0.27532854784125727-0.008321776093123762j),(0.17159210036205508+0j),(-0.04425184514753353+0.19456364501677031j),(-0.08200648062762979-0.17045065153230057j),(-0.08044024943068108-0.31004149833175176j),(-0.04425184514753353-0.19456364501677031j),(0.23202255626668217+0j),(201+0j),(421+0j),(176+0j),(202+0j),(337+0j),(249+0j),(45+0j),(369+0j),(161+0j),(60+0j),(223+0j),(556+0j),(195+0j),(431+0j),(181+0j),(193+0j),(548+0j),(77+0j),(159+0j),(216+0j),(488+0j),(98+0j),(228+0j),(186+0j),(117+0j),(79+0j),(586+0j),(218+0j),(556+0j),(64+0j),(161+0j),(219+0j),(265+0j),(354+0j),(44+0j),(337+0j),(125+0j),(451+0j),(173+0j),(251+0j),(143+0j),(61+0j),(168+0j),(628+0j),(281+0j),(331+0j),(48+0j),(340+0j),(220+0j),(403+0j),(165+0j),(212+0j),(328+0j),(268+0j),(47+0j),(357+0j),(166+0j),(57+0j),(213+0j),(564+0j),(195+0j),(442+0j),(167+0j),(196+0j)
839,(0.1085354143791934+0j),(0.07901517410755125-0.11305436417998502j),(-0.1366751904235637-0.05061820269791867j),(0.10315833200816917-0.21411875121284973j),(0.07901517410755125+0.11305436417998502j),(0.17528552416007007+0j),(-0.046775564221064554-0.17921646094005816j),(0.29813432810603757-0.04842779475978144j),(-0.1366751904235637+0.05061820269791867j),(-0.046775564221064554+0.17921646094005816j),(0.1957177778625334+0j),(-0.03004437159362436+0.3177433895848447j),(0.10315833200816917+0.21411875121284973j),(0.29813432810603757+0.04842779475978144j),(-0.03004437159362436-0.3177433895848447j),(0.5204612835982034+0j),(143+0j),(193+0j),(213+0j),(451+0j),(89+0j),(614+0j),(237+0j),(60+0j),(230+0j),(383+0j),(120+0j),(267+0j),(123+0j),(200+0j),(223+0j),(454+0j),(223+0j),(76+0j),(349+0j),(352+0j),(394+0j),(262+0j),(176+0j),(168+0j),(500+0j),(111+0j),(67+0j),(322+0j),(243+0j),(76+0j),(315+0j),(366+0j),(254+0j),(69+0j),(94+0j),(583+0j),(285+0j),(379+0j),(77+0j),(259+0j),(179+0j),(413+0j),(211+0j),(197+0j),(266+0j),(62+0j),(83+0j),(589+0j),(133+0j),(207+0j),(208+0j),(452+0j),(78+0j),(580+0j),(273+0j),(69+0j),(252+0j),(372+0j),(108+0j),(268+0j),(136+0j),(189+0j),(210+0j),(465+0j)
840,(0.3054179195181338+0j),(0.20978917977227002-0.13441919043643097j),(-0.02120363899492049-0.16480371064717964j),(0.3305466422067578+0.11483403338894203j),(0.20978917977227002+0.13441919043643097j),(0.20326252894739336+0j),(0.057968069984612805-0.12253443192575958j),(0.17650965348528364+0.2243573325023981j),(-0.02120363899492049+0.16480371064717964j),(0.057968069984612805+0.12253443192575958j),(0.09040025350597322+0j),(-0.08491272065611466+0.1703908332275825j),(0.3305466422067578-0.11483403338894203j),(0.17650965348528364-0.2243573325023981j),(-0.08491272065611466-0.1703908332275825j),(0.40091929802849957+0j),(348+0j),(206+0j),(102+0j),(344+0j),(211+0j),(436+0j),(224+0j),(129+0j),(372+0j),(96+0j),(70+0j),(462+0j),(343+0j),(206+0j),(121+0j),(330+0j),(456+0j),(64+0j),(180+0j),(300+0j),(563+0j),(98+0j),(70+0j),(269+0j),(310+0j),(170+0j),(326+0j),(194+0j),(456+0j),(72+0j),(172+0j),(300+0j),(368+0j),(150+0j),(100+0j),(382+0j),(233+0j),(421+0j),(277+0j),(69+0j),(100+0j),(351+0j),(399+0j),(150+0j),(377+0j),(155+0j),(108+0j),(360+0j),(301+0j),(242+0j),(104+0j),(353+0j),(249+0j),(433+0j),(189+0j),(129+0j),(339+0j),(123+0j),(92+0j),(446+0j),(334+0j),(200+0j),(122+0j),(344+0j)
841,(0.34003347879643103+0j),(0.18915470597309225-0.35729001680076505j),(-0.0736730023749326+0.059677781647398065j),(0.009445199558552275-0.22780845572712588j),(0.18915470597309225+0.35729001680076505j),(0.4806457866317996+0j),(-0.10368940974463425-0.044214161114009366j),(0.24462382708278585-0.1168013399529524j),(-0.0736730023749326-0.059677781647398065j),(-0.10368940974463425+0.044214161114009366j),(0.026436070157294447+0j),(-0.04202809540521425+0.04770019822857845j),(0.009445199558552275+0.22780845572712588j),(0.24462382708278585+0.1168013399529524j),(-0.04202809540521425-0.04770019822857845j),(0.15288466441447468+0j),(375+0j),(446+0j),(41+0j),(138+0j),(162+0j),(497+0j),(272+0j),(69+0j),(155+0j),(433+0j),(234+0j),(178+0j),(365+0j),(439+0j),(55+0j),(141+0j),(581+0j),(215+0j),(75+0j),(129+0j),(390+0j),(314+0j),(250+0j),(46+0j),(502+0j),(82+0j),(162+0j),(254+0j),(576+0j),(257+0j),(53+0j),(114+0j),(755+0j),(76+0j),(51+0j),(118+0j),(561+0j),(110+0j),(224+0j),(105+0j),(377+0j),(172+0j),(416+0j),(35+0j),(745+0j),(71+0j),(54+0j),(130+0j),(383+0j),(454+0j),(36+0j),(127+0j),(139+0j),(530+0j),(246+0j),(85+0j),(153+0j),(406+0j),(262+0j),(179+0j),(362+0j),(459+0j),(38+0j),(141+0j)
842,(0.3524933672451019+0j),(-0.18165726506224167-0.11905587536150844j),(-0.06049511614150889-0.22908313329673186j),(0.34264669986243107+0.08673308434896822j),(-0.18165726506224167+0.11905587536150844j),(0.13382851364458992+0j),(0.10854975970791234+0.09762542974410529j),(-0.2058771948724955+0.07103228095976442j),(-0.06049511614150889+0.22908313329673186j),(0.10854975970791234-0.09762542974410529j),(0.15926183654680653+0j),(-0.11517248946873057+0.2077986663401147j),(0.34264669986243107-0.08673308434896822j),(-0.2058771948724955-0.07103228095976442j),(-0.11517248946873057-0.2077986663401147j),(0.35441628256350155+0j),(370+0j),(142+0j),(160+0j),(328+0j),(202+0j),(70+0j),(331+0j),(397+0j),(488+0j),(193+0j),(55+0j),(264+0j),(342+0j),(147+0j),(191+0j),(320+0j),(104+0j),(404+0j),(150+0j),(342+0j),(189+0j),(73+0j),(65+0j),(673+0j),(141+0j),(529+0j),(135+0j),(195+0j),(124+0j),(350+0j),(187+0j),(339+0j),(381+0j),(132+0j),(95+0j),(392+0j),(128+0j),(159+0j),(316+0j),(397+0j),(204+0j),(452+0j),(244+0j),(100+0j),(385+0j),(161+0j),(71+0j),(383+0j),(374+0j),(145+0j),(165+0j),(316+0j),(215+0j),(74+0j),(344+0j),(367+0j),(498+0j),(163+0j),(60+0j),(279+0j),(378+0j),(141+0j),(185+0j),(296+0j)
843,(0.4016483246984996+0j),(-0.2235437359860912+0.366075356115761j),(0.16168441173829912-0.049083939525725054j),(0.15521498458146465-0.06083753902269899j),(-0.2235437359860912-0.366075356115761j),(0.458069801217293+0j),(-0.1347247200215677-0.12004599153541382j),(-0.14183667102326147-0.10760789311463483j),(0.16168441173829912+0.049083939525725054j),(-0.1347247200215677+0.12004599153541382j),(0.07108477830688566+0j),(0.069916859686611-0.005522041685279887j),(0.15521498458146465+0.06083753902269899j),(-0.14183667102326147+0.10760789311463483j),(0.069916859686611+0.005522041685279887j),(0.06919709577732133+0j),(420+0j),(412+0j),(83+0j),(85+0j),(385+0j),(126+0j),(118+0j),(371+0j),(305+0j),(358+0j),(203+0j),(134+0j),(420+0j),(422+0j),(91+0j),(67+0j),(246+0j),(601+0j),(147+0j),(6+0j),(230+0j),(305+0j),(166+0j),(299+0j),(325+0j),(308+0j),(41+0j),(326+0j),(270+0j),(597+0j),(126+0j),(7+0j),(126+0j),(730+0j),(65+0j),(79+0j),(99+0j),(436+0j),(118+0j),(347+0j),(70+0j),(596+0j),(146+0j),(188+0j),(127+0j),(714+0j),(91+0j),(68+0j),(438+0j),(407+0j),(68+0j),(87+0j),(381+0j),(134+0j),(108+0j),(377+0j),(305+0j),(343+0j),(182+0j),(170+0j),(425+0j),(419+0j),(76+0j),(80+0j)
844,(0.05743260582267128+0j),(0.016115311880262342-0.19808652502142554j),(0.06951607220533858+0.043488955954423335j),(0.07195576713066387-0.05229455928489138j),(0.016115311880262342+0.19808652502142554j),(0.6877273650792685+0j),(-0.13048864613040662+0.25196550039061905j),(0.2005557120415104+0.2335036786430017j),(0.06951607220533858-0.043488955954423335j),(-0.13048864613040662-0.25196550039061905j),(0.1170724101501492+0j),(0.047496478332737097-0.11778315557356717j),(0.07195576713066387+0.05229455928489138j),(0.2005557120415104-0.2335036786430017j),(0.047496478332737097+0.11778315557356717j),(0.13776761894791087+0j),(111+0j),(630+0j),(133+0j),(126+0j),(211+0j),(577+0j),(39+0j),(173+0j),(61+0j),(191+0j),(180+0j),(568+0j),(130+0j),(641+0j),(106+0j),(123+0j),(405+0j),(332+0j),(183+0j),(80+0j),(419+0j),(349+0j),(173+0j),(59+0j),(90+0j),(195+0j),(476+0j),(239+0j),(417+0j),(350+0j),(163+0j),(70+0j),(573+0j),(172+0j),(235+0j),(20+0j),(674+0j),(93+0j),(136+0j),(97+0j),(204+0j),(62+0j),(599+0j),(135+0j),(588+0j),(187+0j),(208+0j),(17+0j),(117+0j),(621+0j),(120+0j),(142+0j),(182+0j),(594+0j),(36+0j),(188+0j),(74+0j),(174+0j),(165+0j),(587+0j),(132+0j),(612+0j),(128+0j),(128+0j)
845,(0.11474300472686741+0j),(0.20265210152771448-0.10878702436985216j),(-0.08957539944776867+0.1917517820490195j),(-0.0003564846228985511+0.062305148116212995j),(0.20265210152771448+0.10878702436985216j),(0.4610519922393024+0j),(-0.34000110789210586+0.2537345131457695j),(-0.059700667947336875+0.10970157466549196j),(-0.08957539944776867-0.1917517820490195j),(-0.34000110789210586-0.2537345131457695j),(0.390372364849826+0j),(0.10439900421921011-0.048043468807275336j),(-0.0003564846228985511-0.062305148116212995j),(-0.059700667947336875-0.10970157466549196j),(0.10439900421921011+0.048043468807275336j),(0.033832638184004324+0j),(153+0j),(445+0j),(361+0j),(41+0j),(187+0j),(196+0j),(329+0j),(288+0j),(94+0j),(139+0j),(406+0j),(361+0j),(160+0j),(415+0j),(380+0j),(45+0j),(497+0j),(121+0j),(286+0j),(96+0j),(209+0j),(184+0j),(585+0j),(22+0j),(117+0j),(105+0j),(665+0j),(113+0j),(487+0j),(103+0j),(287+0j),(123+0j),(395+0j),(187+0j),(281+0j),(137+0j),(348+0j),(35+0j),(318+0j),(299+0j),(44+0j),(187+0j),(611+0j),(158+0j),(408+0j),(187+0j),(256+0j),(149+0j),(132+0j),(448+0j),(375+0j),(45+0j),(181+0j),(180+0j),(327+0j),(312+0j),(102+0j),(156+0j),(430+0j),(312+0j),(182+0j),(436+0j),(347+0j),(35+0j)
846,(0.2321950815007897+0j),(0.21285971655468036+0.19930207577160108j),(0.16548382878081658+0.029975304087489163j),(-0.00888570486876826+0.2547304008062495j),(0.21285971655468036-0.19930207577160108j),(0.36620317617847+0j),(0.17743261807657756-0.11456201259308416j),(0.2104992435978738+0.2411454195179724j),(0.16548382878081658-0.029975304087489163j),(0.17743261807657756+0.11456201259308416j),(0.12180885254022863+0j),(0.026551728492897643+0.18269169813409208j),(-0.00888570486876826-0.2547304008062495j),(0.2104992435978738-0.2411454195179724j),(0.026551728492897643-0.18269169813409208j),(0.27979288978051153+0j),(258+0j),(314+0j),(136+0j),(292+0j),(371+0j),(502+0j),(23+0j),(104+0j),(152+0j),(126+0j),(239+0j),(483+0j),(250+0j),(376+0j),(137+0j),(237+0j),(489+0j),(92+0j),(240+0j),(179+0j),(630+0j),(214+0j),(116+0j),(40+0j),(194+0j),(62+0j),(549+0j),(195+0j),(489+0j),(99+0j),(250+0j),(162+0j),(140+0j),(473+0j),(54+0j),(333+0j),(112+0j),(762+0j),(53+0j),(73+0j),(48+0j),(233+0j),(130+0j),(589+0j),(131+0j),(480+0j),(46+0j),(343+0j),(259+0j),(342+0j),(141+0j),(258+0j),(376+0j),(494+0j),(39+0j),(91+0j),(160+0j),(89+0j),(239+0j),(512+0j),(260+0j),(345+0j),(148+0j),(247+0j)
847,(0.36883299796403785+0j),(-0.15217624040940977-0.3224297969113788j),(0.06754965110951926+0.20981460355207496j),(-0.09131674681629884+0.220800280836774j),(-0.15217624040940977+0.3224297969113788j),(0.34465078445570596+0j),(-0.2112878521968615-0.027515914570795275j),(-0.15534496861053818-0.17092775618686937j),(0.06754965110951926-0.20981460355207496j),(-0.2112878521968615+0.027515914570795275j),(0.13172661745809777+0j),(0.10888046682843935+0.09238481685322866j),(-0.09131674681629884-0.220800280836774j),(-0.15534496861053818+0.17092775618686937j),(0.10888046682843935-0.09238481685322866j),(0.15478960012215845+0j),(367+0j),(353+0j),(151+0j),(129+0j),(329+0j),(110+0j),(212+0j),(349+0j),(98+0j),(362+0j),(449+0j),(91+0j),(394+0j),(331+0j),(130+0j),(145+0j),(258+0j),(466+0j),(227+0j),(49+0j),(88+0j),(337+0j),(408+0j),(167+0j),(147+0j),(322+0j),(344+0j),(187+0j),(248+0j),(472+0j),(241+0j),(39+0j),(665+0j),(68+0j),(67+0j),(200+0j),(220+0j),(236+0j),(478+0j),(66+0j),(306+0j),(181+0j),(419+0j),(94+0j),(650+0j),(66+0j),(78+0j),(206+0j),(394+0j),(319+0j),(147+0j),(140+0j),(308+0j),(121+0j),(200+0j),(371+0j),(85+0j),(406+0j),(432+0j),(77+0j),(394+0j),(335+0j),(134+0j),(137+0j)
848,(0.1276909637136514+0j),(-0.042436566994431005+0.26705964532038456j),(0.027340136341696727-0.054620610886124084j),(-0.003042694608900137+0.18580665473380903j),(-0.042436566994431005-0.26705964532038456j),(0.5726459747057655+0j),(-0.12332260670571474-0.039028101569147634j),(0.38961708313642834-0.05538697025117034j),(0.027340136341696727+0.054620610886124084j),(-0.12332260670571474+0.039028101569147634j),(0.02921815358150573+0j),(-0.08013143903171399+0.03848185723116705j),(-0.003042694608900137-0.18580665473380903j),(0.38961708313642834+0.05538697025117034j),(-0.08013143903171399-0.03848185723116705j),(0.27044490799907706+0j),(163+0j),(532+0j),(58+0j),(247+0j),(168+0j),(716+0j),(81+0j),(35+0j),(151+0j),(461+0j),(43+0j),(345+0j),(193+0j),(520+0j),(42+0j),(245+0j),(330+0j),(385+0j),(90+0j),(195+0j),(374+0j),(545+0j),(44+0j),(37+0j),(213+0j),(407+0j),(206+0j),(174+0j),(338+0j),(349+0j),(80+0j),(233+0j),(134+0j),(584+0j),(97+0j),(185+0j),(249+0j),(651+0j),(15+0j),(85+0j),(144+0j),(483+0j),(114+0j),(259+0j),(120+0j),(584+0j),(119+0j),(177+0j),(179+0j),(532+0j),(52+0j),(237+0j),(169+0j),(749+0j),(41+0j),(41+0j),(152+0j),(447+0j),(55+0j),(346+0j),(179+0j),(546+0j),(43+0j),(232+0j)
849,(0.3650765769041218+0j),(0.013508669257120492+0.14346707650244556j),(0.12773688452705564-0.15930619207074273j),(0.2862682329273193-0.295610737340079j),(0.013508669257120492-0.14346707650244556j),(0.05687926177392179+0j),(-0.05787727741751209-0.05609248398672304j),(-0.10557594715697247-0.12343540233483405j),(0.12773688452705564+0.15930619207074273j),(-0.05787727741751209+0.05609248398672304j),(0.11420939369580237+0j),(0.22915639733316787+0.021485649790028052j),(0.2862682329273193+0.295610737340079j),(-0.10557594715697247+0.12343540233483405j),(0.22915639733316787-0.021485649790028052j),(0.46383476762615405+0j),(363+0j),(72+0j),(152+0j),(413+0j),(381+0j),(158+0j),(153+0j),(308+0j),(409+0j),(374+0j),(93+0j),(124+0j),(393+0j),(78+0j),(133+0j),(396+0j),(238+0j),(197+0j),(475+0j),(90+0j),(467+0j),(50+0j),(261+0j),(222+0j),(671+0j),(116+0j),(83+0j),(130+0j),(237+0j),(196+0j),(491+0j),(76+0j),(112+0j),(325+0j),(278+0j),(285+0j),(301+0j),(238+0j),(70+0j),(391+0j),(199+0j),(587+0j),(176+0j),(38+0j),(102+0j),(330+0j),(251+0j),(317+0j),(395+0j),(76+0j),(143+0j),(386+0j),(381+0j),(187+0j),(121+0j),(311+0j),(401+0j),(342+0j),(106+0j),(151+0j),(386+0j),(85+0j),(129+0j),(400+0j)
850,(0.3848568829839637+0j),(0.2327625225861816-0.20747911420387338j),(-0.010792662627456234-0.30782661186048804j),(-0.2101712372435407-0.021689498651340913j),(0.2327625225861816+0.20747911420387338j),(0.25262890973307045+0j),(0.1594241082630237-0.19199280055679638j),(-0.11541918918989412-0.12642269556645813j),(-0.010792662627456234+0.30782661186048804j),(0.1594241082630237+0.19199280055679638j),(0.24651684491258236+0j),(0.02324217790001749-0.16749658192390804j),(-0.2101712372435407+0.021689498651340913j),(-0.11541918918989412+0.12642269556645813j),(0.02324217790001749+0.16749658192390804j),(0.11599736237038369+0j),(407+0j),(262+0j),(226+0j),(105+0j),(322+0j),(90+0j),(322+0j),(266+0j),(651+0j),(261+0j),(29+0j),(59+0j),(425+0j),(241+0j),(224+0j),(110+0j),(547+0j),(106+0j),(219+0j),(128+0j),(319+0j),(98+0j),(429+0j),(154+0j),(656+0j),(249+0j),(67+0j),(28+0j),(538+0j),(99+0j),(204+0j),(159+0j),(511+0j),(107+0j),(358+0j),(24+0j),(302+0j),(93+0j),(557+0j),(48+0j),(820+0j),(98+0j),(48+0j),(34+0j),(533+0j),(116+0j),(315+0j),(36+0j),(405+0j),(238+0j),(238+0j),(119+0j),(343+0j),(88+0j),(322+0j),(247+0j),(614+0j),(306+0j),(31+0j),(49+0j),(369+0j),(269+0j),(237+0j),(125+0j)
